Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Currency,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Justification,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,26/07/2024,"19,731.25",AUD,Allmet Engineering C/-Allmet,40 Coulson Street Wacol QLD 4076,NO,NO,,,,,,,,,4502823029,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,8/07/2024,"19,629.50",AUD,Thompson's Grader Hire,PO Box 110 Inglewood QLD 4387,NO,NO,,,,,,,,,4502818279,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","M VEH, TRLRS & CYCL",22/07/2024,"19,621.58",AUD,Circuitlink Pty Ltd,30 Foundry Road Seven Hills NSW 2147,NO,NO,,,,,,,,,4502822216,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,30/07/2024,"19,621.58",AUD,Circuitlink Pty Ltd,30 Foundry Road Seven Hills NSW 2147,NO,NO,,,,,,,,,4502823378,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,23/07/2024,"19,613.00",AUD,Machinery Inspection Services,134 Peel Road Ningi QLD 4511,NO,NO,,,,,,,,,4502822502,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,5/07/2024,"19,574.50",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4502818022,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,3/06/2024,"19,390.25",AUD,MDS Earthmoving,6 Creekwood Court Warner QLD 4500,YES,NO,,,,,,,,,4502805813,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,4/07/2024,"19,360.00",AUD,Alfa Test,PO Box 229 Salisbury QLD 4107,NO,NO,,,,,,,,,4502817888,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,8/07/2024,"18,832.00",AUD,Lockyer Valley Traffic Management,33 Banksia Road Gatton QLD 4343,NO,NO,,,,,,,,,4502818282,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MISC SERVICES,18/07/2024,"18,700.00",AUD,Artisian,#N/A,NO,NO,,,,,,,,,4502821897,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,11/07/2024,"18,672.50",AUD,Alligator Mobile Welding,PO Box 476 Alligator Creek QLD 4816,NO,NO,,,,,,,,,4502819003,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,8/07/2024,"18,593.30",AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,,4502818170,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,5/03/2024,"18,531.04",AUD,Austbreck Pty Ltd,19 Southern Court Keysborough VIC 3173,YES,NO,,,,,,,,,4502774142,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,10/07/2024,"18,480.00",AUD,Alligator Mobile Welding,PO Box 476 Alligator Creek QLD 4816,NO,NO,,,,,,,,,4502818888,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,23/07/2024,"18,469.00",AUD,Traffic Control Innovations Pty Ltd,61-63 Chetwynd Street Loganholme QLD 4129,NO,NO,,,,,,,,,4502822452,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,5/07/2024,"18,370.00",AUD,Harsco Rail Pty Ltd,PO Box 5287 Brendale QLD 4500,NO,NO,,,,,,,,,4502818069,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,8/07/2024,"18,337.00",AUD,Commtel Network Solutions,29 Translink Drive Keilor Park VIC 3042,NO,NO,,,,,,,,,4502818246,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,1/07/2024,"18,199.50",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502817209,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,23/07/2024,"18,159.99",AUD,MAK Diesel & Earthmoving,556A Ingham Road Mount Louisa QLD 4814,NO,NO,,,,,,,,,4502822459,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4065",QITC - 2023 Skillsoft Training Library SoA,24/07/2023,"18,000.00",AUD,Skillsoft Asia Pacific Pty Ltd,101 Collins Street Melbourne VIC 3000,NO,NO,,,,,,,,,CW2310927,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,1/07/2024,"17,950.90",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502817171,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CHEMS AND GASES,1/07/2024,"17,812.08",AUD,BP Australia Pty Ltd,701 Kingsford Smith Drive Whinstanes QLD 4007,NO,NO,,,,,,,,,4502817095,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,10/07/2024,"17,777.10",AUD,Prescribe Prevent Injury,126 Church Street Woolongong QLD 2500,NO,NO,,,,,,,,,4502818649,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,19/02/2024,"17,775.59",AUD,Austbreck Pty Ltd,19 Southern Court Keysborough VIC 3173,YES,NO,,,,,,,,,4502764799,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,24/04/2023,"17,717.29",AUD,Austbreck Pty Ltd,19 Southern Court Keysborough VIC 3173,YES,NO,,,,,,,,,4502653539,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,5/07/2024,"17,640.85",AUD,Drivetrain Australia Pty Ltd,14 Elvin Street Paget QLD 4740,NO,NO,,,,,,,,,4502818080,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,3/07/2024,"17,521.90",AUD,Evolution Industry Pty Ltd,PO Box 234 Archerfield QLD 4108,NO,NO,,,,,,,,,4502817576,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,18/07/2024,"17,444.28",AUD,Woodtech Engineering,76 Neptune Street Maryborough QLD 4650,NO,NO,,,,,,,,,4502821925,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,10/07/2024,"17,410.80",AUD,Siemens Mobility Pty Ltd,885 Mountain Highway Bayswater VIC 3153,NO,NO,,,,,,,,,4502818899,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,20/11/2023,"17,349.16",AUD,Alstom Transport Australia Pty Ltd,16 Giffnock Avenue MacQuarie Park NSW 2113,YES,NO,,,,,,,,,4502734017,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,26/07/2024,"17,321.71",AUD,Ergon Energy,Locked Bag 3403 Brisbane QLD 4001,NO,NO,,,,,,,,,4502823032,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,3/07/2024,"17,242.50",AUD,Schneider Electric (Australia) Pty,2 Banfield Road MacQuarie Park NSW 2113,NO,NO,,,,,,,,,4502817737,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,23/07/2024,"17,193.00",AUD,Liberty Primary Steel,PO Box 21 Whyalla SA 5600,NO,NO,,,,,,,,,4502822530,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,23/07/2024,"17,050.00",AUD,Jones Lang LaSalle,345 Queen Street Brisbane City QLD 4000,NO,NO,,,,,,,,,4502822472,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SECURITY,18/07/2024,"16,987.93",AUD,Toplock,PO Box 419 Grange QLD 4051,NO,NO,,,,,,,,,4502821851,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,9/07/2024,"16,951.00",AUD,Traffic QLD & NSW,210 Evans Road Salisbury QLD 4107,NO,NO,,,,,,,,,4502818444,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,10/07/2024,"16,915.80",AUD,Prescribe Prevent Injury,126 Church Street Woolongong QLD 2500,NO,NO,,,,,,,,,4502818646,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,30/07/2024,"16,885.00",AUD,HMF Engineering (Qld) Pty Ltd,PO Box 148 Crows Nest QLD 4355,NO,NO,,,,,,,,,4502823457,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,11/07/2024,"16,720.00",AUD,Australian Hydraulic Services,`10 Dickson Road Goondi Bend QLD 4860,NO,NO,,,,,,,,,4502819058,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,3/07/2024,"16,643.00",AUD,Morton's Earthmoving,MS 102 Ingham QLD 4850,NO,NO,,,,,,,,,4502817606,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,31/07/2024,"16,577.00",AUD,Dellacorda Specialist Services Pty,42 Douglas Street Milton QLD 4064,NO,NO,,,,,,,,,4502826386,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,12/07/2024,"16,551.46",AUD,AFL Telecommunications Australia Pt,93-97 Merrindale Drive Croydon South VIC 3136,NO,NO,,,,,,,,,4502819186,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,4/07/2024,"16,500.00",AUD,Dynaciv Pty Ltd,193 South Pine Road Brendale QLD 4500,NO,NO,,,,,,,,,4502817960,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,4/07/2024,"16,469.20",AUD,Evolution Industry Pty Ltd,PO Box 234 Archerfield QLD 4108,NO,NO,,,,,,,,,4502817802,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,26/07/2024,"16,412.00",AUD,Wild Place Studio Pty Ltd,7 Catherine Street Augustine Heights QLD 4300,NO,NO,,,,,,,,,4502822968,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,2/07/2024,"16,395.50",AUD,GS1 Australia Ltd,Locked Bag 2 Mount Waverley VIC 3149,NO,NO,,,,,,,,,4502817362,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,7/12/2023,"16,340.40",AUD,Lovells Springs Pty Ltd,PO Box 213 Carrington NSW 2294,YES,NO,,,,,,,,,4502742260,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,4/07/2024,"16,302.00",AUD,Schunk Carbon Technology Pty Ltd,44 Jellico Drive Scoresby VIC 3179,NO,NO,,,,,,,,,4502817937,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SECURITY,26/07/2024,"16,292.65",AUD,B & S Hydraulics Pty Ltd,PO Box 176 Virginia QLD 4014,NO,NO,,,,,,,,,4502822970,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,18/07/2024,"16,202.34",AUD,ERS Australia,10 Platinum Street Crestmead QLD 4132,NO,NO,,,,,,,,,4502821936,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,29/07/2024,"16,119.40",AUD,Statewide Fasteners &,PO Box 400 Albion QLD 4010,NO,NO,,,,,,,,,4502823090,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,8/07/2024,"16,113.16",AUD,Centra Pty Ltd,3 Parklands Boulevard Brisbane QLD 4001,NO,NO,,,,,,,,,4502818231,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,17/07/2024,"15,840.00",AUD,Gold Creek Engineers Australia,10 Keryn Pl Keperra QLD 4054,NO,NO,,,,,,,,,4502821796,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,31/07/2024,"15,785.00",AUD,MAK Diesel & Earthmoving,556A Ingham Road Mount Louisa QLD 4814,NO,NO,,,,,,,,,4502827383,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,2/07/2024,"15,719.00",AUD,Vision Intelligence Pty Ltd,PO Box 7001 Seven Hills QLD 2147,NO,NO,,,,,,,,,4502817387,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,26/07/2024,"15,712.09",AUD,Flick Pest Control Services,41 Bunya Street Eagle Farm QLD 4009,NO,NO,,,,,,,,,4502822928,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,30/07/2024,"15,675.00",AUD,Clift Engineering Pty Ltd,6 Chelmsbrook Drive Rainbow Flat NSW 2430,NO,NO,,,,,,,,,4502823422,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,4/07/2024,"15,640.80",AUD,Invacare Australia Pty Ltd,PO Box 5002 NORTH ROCKS NSW 2151,NO,NO,,,,,,,,,4502817849,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",BOOKS MAPS PUBLICNS,25/07/2024,"15,593.71",AUD,Queensland Decal Pty Ltd,29 Collinsvale Street Rocklea QLD 4106,NO,NO,,,,,,,,,4502822834,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",INSURANCE SPARE,8/07/2024,"15,488.00",AUD,Alstom Transport Australia Pty Ltd,16 Giffnock Avenue MacQuarie Park NSW 2113,NO,NO,,,,,,,,,4502818192,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,3/07/2024,"15,466.00",AUD,Morton's Earthmoving,MS 102 Ingham QLD 4850,NO,NO,,,,,,,,,4502817611,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,15/07/2024,"15,324.72",AUD,Delsound Pty Ltd,58 Holdsworth Street Coorparoo QLD 4151,NO,NO,,,,,,,,,4502819429,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,3/07/2024,"15,290.00",AUD,UDCS CONSULTING PTY LTD,PO Box 235 Nudgee QLD 4014,NO,NO,,,,,,,,,4502817594,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,3/07/2024,"15,257.00",AUD,UGL Rail Services Pty Limited,40 Miller Street North Sydney NSW 2060,NO,NO,,,,,,,,,4502817656,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,16/05/2023,"15,157.78",AUD,UGL Engineering Pty Ltd,49 Borthwick Avenue Murarrie QLD 4172,YES,NO,,,,,,,,,4502663780,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICITY GENERAL,12/07/2024,"15,019.05",AUD,Cushman & Wakefield,"Level 9, 385 Bourke Street Melbourne VIC 3000",NO,NO,,,,,,,,,4502819133,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,19/07/2024,"14,905.00",AUD,Piletech Pty Ltd,#N/A,NO,NO,,,,,,,,,4502822079,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,17/07/2024,"14,895.10",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502819900,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,16/07/2024,"14,875.30",AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,,4502819667,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,16/07/2024,"14,843.40",AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,,4502819549,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,17/07/2024,"14,843.40",AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,,4502819879,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,5/04/2024,"14,842.25",AUD,Austbreck Pty Ltd,19 Southern Court Keysborough VIC 3173,YES,NO,,,,,,,,,4502785126,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,11/07/2024,"14,784.00",AUD,Power Rail Australia P/L,12-16 Oxley Street Goulburn NSW 2580,NO,NO,,,,,,,,,4502818938,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,10/07/2024,"14,653.10",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502818774,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HAND TOOLS,26/07/2024,"14,461.15",AUD,Tools R Us,McPhail Road Coomera QLD 4209,NO,NO,,,,,,,,,4502823019,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,3/02/2023,"14,399.88",AUD,UGL Engineering Pty Ltd,49 Borthwick Avenue Murarrie QLD 4172,YES,NO,,,,,,,,,4502627909,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,17/07/2024,"14,272.50",AUD,J Blackwood & Son Ltd,PO Box 277 Maryborough QLD 4650,NO,NO,,,,,,,,,4502820687,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,13/05/2024,"14,253.39",AUD,Austbreck Pty Ltd,19 Southern Court Keysborough VIC 3173,YES,NO,,,,,,,,,4502796235,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,10/07/2024,"14,214.95",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4502818777,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,16/07/2024,"14,190.00",AUD,Rayner's Crane & Plant Hire,PO Box 397 Longreach QLD 4730,NO,NO,,,,,,,,,4502819809,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,3/07/2024,"14,190.00",AUD,Rayner's Crane & Plant Hire,PO Box 397 Longreach QLD 4730,NO,NO,,,,,,,,,4502817764,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,8/07/2024,"14,174.25",AUD,Universal Cranes,3-9 Horwood Street Currajong QLD 4812,NO,NO,,,,,,,,,4502818189,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",11/07/2024,"14,064.60",AUD,Alpha Rail,53 Link Drive Yatala QLD 4207,NO,NO,,,,,,,,,4502819010,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,23/04/2024,"14,007.38",AUD,Austbreck Pty Ltd,19 Southern Court Keysborough VIC 3173,YES,NO,,,,,,,,,4502787710,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,9/07/2024,"14,000.20",AUD,Peter Hogan Transport Pty Ltd,1 Cudumble Road Cumnock NSW 2867,NO,NO,,,,,,,,,4502818488,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,3/07/2024,"13,953.02",AUD,Qube Heavy Lift Pty Ltd,PO Box 1064 Toombul QLD 4012,NO,NO,,,,,,,,,4502817663,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,30/07/2024,"13,941.18",AUD,Mt Marrow Blue Metal,237 Mt Marrow Quarry Road Haigslea QLD 4306,NO,NO,,,,,,,,,4502824193,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,15/07/2024,"13,795.54",AUD,Porter Equipment Australia Pty Ltd,PO Box 1002 Archerfield QLD 4108,NO,NO,,,,,,,,,4502819468,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,10/07/2024,"13,763.75",AUD,Winch Hire Australia Pty Ltd,35 Boron Street Sumner QLD 4074,NO,NO,,,,,,,,,4502818744,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FUELS LUBES AND OILS,15/07/2024,"13,756.00",AUD,Imtram Pty Ltd,PO Box 4460 Ringwood VIC 3134,NO,NO,,,,,,,,,4502819327,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,29/07/2024,"13,708.20",AUD,Incorporate Space,96 Gardens Drive Willawong QLD 4110,NO,NO,,,,,,,,,4502823214,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,26/07/2024,"13,640.00",AUD,MacTrans Heavy Haulage Pty Ltd,144 Coulson Street Wacol QLD 4076,NO,NO,,,,,,,,,4502822976,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,2/07/2024,"13,590.09",AUD,North Queensland Equipment Repair,50 Wayne Street Kelso QLD 4815,NO,NO,,,,,,,,,4502817467,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,24/07/2024,"13,579.89",AUD,Track Protection Services Pty Ltd,PO Box 421 Mapleton QLD 4560,NO,NO,,,,,,,,,4502822565,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,24/07/2024,"13,579.89",AUD,Track Protection Services Pty Ltd,PO Box 421 Mapleton QLD 4560,NO,NO,,,,,,,,,4502822568,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,29/07/2024,"13,475.00",AUD,Pacific Realtime Pty Ltd,PO Box 1129 Brookvale NSW 2100,NO,NO,,,,,,,,,4502823138,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,23/07/2024,"13,431.00",AUD,Prime Composites Aust Pty Ltd,38 Kendor Street Arundel QLD 4214,NO,NO,,,,,,,,,4502822413,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,10/07/2024,"13,406.47",AUD,Total Tools Virginia,1908 Sandgate Road Virginia QLD 4014,NO,NO,,,,,,,,,4502818641,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,17/07/2024,"13,310.00",AUD,Steelrod Pty Ltd,PO Box 442 Narangba QLD 4504,NO,NO,,,,,,,,,4502820685,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,13/06/2024,"13,272.40",AUD,UES (INTL) Pty Ltd,36 Pritchard Road Virginia QLD 4014,YES,NO,,,,,,,,,4502807545,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,3/07/2024,"13,200.00",AUD,UGL Rail Services Pty Limited,40 Miller Street North Sydney NSW 2060,NO,NO,,,,,,,,,4502817662,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,24/07/2024,"13,200.00",AUD,Actrua,288 Edward Street Brisbane QLD 4000,NO,NO,,,,,,,,,4502822567,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,25/07/2024,"13,200.00",AUD,Actrua,288 Edward Street Brisbane QLD 4000,NO,NO,,,,,,,,,4502822906,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,9/07/2024,"13,124.98",AUD,Traffic QLD & NSW,210 Evans Road Salisbury QLD 4107,NO,NO,,,,,,,,,4502818472,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,2/07/2024,"13,103.20",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502817461,,,,,
