Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Currency,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Justification,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,6/09/2023,"26,972.00",AUD,Oakhurst Excavation Pty Ltd,PO Box 1217 Maryborough QLD 4650,NO,NO,,,,,,,,,4502707494,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,4/09/2023,"26,963.42",AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,NO,NO,,,,,,,,,4502707253,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,8/09/2023,"26,749.80",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502708000,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,27/09/2023,"26,637.60",AUD,Oxford Recruitment Pty Ltd,606 Stanley Street Woolloongabba QLD 4102,NO,NO,,,,,,,,,4502712600,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,6/09/2023,"26,400.00",AUD,BMT WBM Pty Ltd,200 Creek Street Spring Hill QLD 4000,NO,NO,,,,,,,,,4502707668,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,20/09/2023,"26,230.58",AUD,UGL Rail,80 Dorcas Street Melbourne VIC 3205,NO,NO,,,,,,,,,4502709752,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,20/09/2023,"26,048.00",AUD,Secure Fencing,PO Box 1649 Aitkenvale QLD 4814,NO,NO,,,,,,,,,4502709777,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PPE SAFETY EQUIPMENT,20/09/2023,"25,712.50",AUD,National Plastics & Rubber P/L,37 Jijaws Street Sumner Park QLD 4074,NO,NO,,,,,,,,,4502709760,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,5/09/2023,"25,517.80",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502707298,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,13/09/2023,"25,410.00",AUD,MacTrans Heavy Haulage Pty Ltd,144 Coulson Street Wacol QLD 4076,NO,NO,,,,,,,,,4502708681,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,22/09/2023,"25,341.43",AUD,Rail & Civil Group,81 Sherwood Road Rocklea QLD 4106,NO,NO,,,,,,,,,4502710164,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,4/09/2023,"25,289.55",AUD,Toplock,PO Box 419 Grange QLD 4051,NO,NO,,,,,,,,,4502707222,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,4/09/2023,"24,915.83",AUD,Trelleborg Marine Systems Australia,195 Wellington Road Clayton VIC 3168,NO,NO,,,,,,,,,4502707097,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,6/09/2023,"24,737.44",AUD,Customised Traffic Management,PO Box 256 Rocklea QLD 4106,NO,NO,,,,,,,,,4502707497,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,15/09/2023,"24,500.00",AUD,Nykkos Earthworks,PO Box 736 Manunda Cairns QLD 4870,NO,NO,,,,,,,,,4502709092,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,24/08/2023,"24,420.00",AUD,Glincoat,37 Darnick Street Underwood QLD 4119,YES,NO,,,,,,,,,4502698941,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,1/09/2023,"24,112.00",AUD,Circuitlink Pty Ltd,30 Foundry Road Seven Hills NSW 2147,NO,NO,,,,,,,,,4502706984,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SUBSCRIPTIONS,25/09/2023,"24,083.87",AUD,Spinifex IT,88 Ricketts Road Mount Waverley VIC 3149,NO,NO,,,,,,,,,4502710242,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,11/08/2023,"23,869.98",AUD,Sound Control,Corner Fulcrum and Bandara Street Richlands QLD 4077,YES,NO,,,,,,,,,4502697230,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,25/09/2023,"23,815.39",AUD,Mega Electrics AUS,93 Rochedale Road Rochdale QLD 4123,NO,NO,,,,,,,,,4502712260,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAVEL,12/06/2023,"23,675.25",AUD,Yellow Cabs Australia Pty Ltd,PO Box 1099 Woolloongabba QLD 4102,YES,NO,,,,,,,,,4502673946,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,19/09/2023,"23,545.50",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502709460,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,29/09/2023,"23,527.24",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4502717941,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,18/09/2023,"23,055.63",AUD,Diverse Worx,PO Box 3050 South Brisbane QLD 4101,NO,NO,,,,,,,,,4502709259,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,7/09/2023,"22,848.61",AUD,Atom Supply,PO Box 1141 Cloverdale WA 6985,NO,NO,,,,,,,,,4502707937,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",20/09/2023,"22,522.50",AUD,Corbets Group,3 Corbet Road Jones Hill QLD 4570,NO,NO,,,,,,,,,4502709816,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,7/08/2023,"22,291.94",AUD,Sherrin Rentals Pty Ltd,63 Main Beach Road Pinkenba QLD 4008,YES,NO,,,,,,,,,4502696408,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FREIGHT & CARTAGE,25/09/2023,"22,000.00",AUD,Followmont Transport Pty Ltd,PO Box 1597 Eagle Farm QLD 4009,NO,NO,,,,,,,,,4502712261,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,2/06/2023,"22,000.00",AUD,Lumburra Bimbi Pty Ltd,PO Box 3126 North Rockhampton QLD 4701,YES,NO,,,,,,,,,4502672659,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,22/09/2023,"21,560.00",AUD,Coastal Surveying Group P/L,17 Exeter Way Caloundra West QLD 4551,NO,NO,,,,,,,,,4502710128,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,5/09/2023,"21,436.80",AUD,Aggreko,18 Bivouac Place Wacol QLD 4076,NO,NO,,,,,,,,,4502707338,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,4/09/2023,"21,428.00",AUD,ASCT,PO Box 4129 Goonellabah NSW 2480,NO,NO,,,,,,,,,4502707171,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,12/09/2023,"21,363.10",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502708497,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CLOTHING & UNIFORMS,6/09/2023,"20,997.48",AUD,The Workwear Group Pty Ltd,187 Todd Road Port Melbourne VIC 3207,NO,NO,,,,,,,,,4502707625,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,8/09/2023,"20,988.00",AUD,Land Surveys No Problems Just,19 Brennan Way Belmont WA 6104,NO,NO,,,,,,,,,4502708038,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,27/09/2023,"20,900.00",AUD,Universal Cranes,3-9 Horwood Street Currajong QLD 4812,NO,NO,,,,,,,,,4502712782,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",BEARINGS,4/09/2023,"20,740.72",AUD,CBC Australia Pty Ltd-QLD Division,4B Woongarra Street Bundaberg QLD 4670,NO,NO,,,,,,,,,4502707055,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,25/09/2023,"20,520.50",AUD,Diverse Worx,PO Box 3050 South Brisbane QLD 4101,NO,NO,,,,,,,,,4502710278,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV INSPECT & TEST,20/09/2023,"20,489.35",AUD,Mobile Test N Cal Australia Pty Ltd,28 Staple Street Seventeen Mile Rocks QLD 4073,NO,NO,,,,,,,,,4502709765,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,1/09/2023,"20,466.60",AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,,4502706843,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,28/09/2023,"20,384.10",AUD,Nomad Digital Pty Ltd,PO Box 7612 Cloisters Square WA 6850,NO,NO,,,,,,,,,4502712837,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,26/09/2023,"20,339.66",AUD,Unispan Australia Pty Ltd,22A SPANNS ROAD BEENLEIGH QLD 4207,NO,NO,,,,,,,,,4502712488,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,4/09/2023,"20,192.70",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502707177,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,12/09/2023,"19,879.77",AUD,Australian Rail Track Corporation L,11 Sir Donald Bradman Drive Keswick Terminal SA 5035,NO,NO,,,,,,,,,4502708463,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,27/09/2023,"19,800.00",AUD,Boral Construction Materials,147 Coronation Drive Milton QLD 4064,NO,NO,,,,,,,,,4502712682,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,28/09/2023,"19,690.44",AUD,SMC Corporation (Australia) Pty Ltd,17 Shannon Place Virginia QLD 4014,NO,NO,,,,,,,,,4502713636,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,5/09/2023,"19,661.76",AUD,Wagners Quarries Pty Ltd,PO Box 151 Toowoomba QLD 4350,NO,NO,,,,,,,,,4502707363,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,14/09/2023,"19,525.00",AUD,Coops (Qld) Constructions Pty Ltd,PO Box 422 Oakey QLD 4401,NO,NO,,,,,,,,,4502709018,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TCS - 2023 FINANCIAL ACCOUNTING SOFTWARE,11/11/2020,"19,471.95",AUD,Thomson Reuters,100 Harris Street Pyrmont NSW 2009,NO,NO,,,,,,,,,CW2312443,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ALARM SIGNAL SEC SYS,12/09/2023,"19,457.86",AUD,Battery Energy Power Solutions,96 Fairfield Street Fairfield NSW 2165,NO,NO,,,,,,,,,4502708540,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,12/09/2023,"19,456.77",AUD,Cushman & Wakefield,"Level 9, 385 Bourke Street Melbourne VIC 3000",NO,NO,,,,,,,,,4502708564,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SECURITY,7/02/2023,"19,375.71",AUD,CM Security Pty Ltd,5 O'Keefe Court Garbutt QLD 4814,YES,NO,,,,,,,,,4502628515,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,1/09/2023,"19,299.50",AUD,Circuitlink Pty Ltd,30 Foundry Road Seven Hills NSW 2147,NO,NO,,,,,,,,,4502706988,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,20/09/2023,"19,231.74",AUD,VSM Aust Pty Ltd,175 Granite Street Geebung QLD 4034,NO,NO,,,,,,,,,4502709736,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,28/09/2023,"19,205.12",AUD,Power Rail Australia P/L,12-16 Oxley Street Goulburn NSW 2580,NO,NO,,,,,,,,,4502714016,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,18/09/2023,"18,969.50",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502709319,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CLEANING,13/09/2023,"18,955.54",AUD,SPS Facilities,PO Box 610 Lutwyche QLD 4030,NO,NO,,,,,,,,,4502708639,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MISCELLANEOUS,12/09/2023,"18,515.20",AUD,Bundy Diesel Specialists,PO Box 3098 Bundaberg QLD 4670,NO,NO,,,,,,,,,4502708582,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,7/09/2023,"18,498.70",AUD,B & S Hydraulics Pty Ltd,PO Box 176 Virginia QLD 4014,NO,NO,,,,,,,,,4502707854,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,27/09/2023,"18,365.60",AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,,4502712749,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,22/09/2023,"18,285.30",AUD,Steelrod Pty Ltd,PO Box 442 Narangba QLD 4504,NO,NO,,,,,,,,,4502710146,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,13/09/2023,"18,268.25",AUD,Global Sands Pty Ltd,PO Box 10 Taigum QLD 4018,NO,NO,,,,,,,,,4502708788,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICES,7/09/2023,"18,101.60",AUD,SMEC Australia Pty Ltd,PO Box 2211 Fortitude Valley QLD 4006,NO,NO,,,,,,,,,4502707828,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,14/09/2023,"18,055.99",AUD,Applied Measurement Aust Pty Ltd,49 24a Corporate Boulevard Bayswater VIC 3153,NO,NO,,,,,,,,,4502709046,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MISCELLANEOUS,15/09/2023,"17,969.44",AUD,Bundy Diesel Specialists,PO Box 3098 Bundaberg QLD 4670,NO,NO,,,,,,,,,4502709169,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,21/09/2023,"17,930.00",AUD,Australian Integrity Inspections Pt,33 Springfield Avenue Coolum Beach QLD 4573,NO,NO,,,,,,,,,4502710038,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,1/09/2023,"17,897.00",AUD,Accell Pty Ltd,PO Box 421 Mapleton QLD 4560,NO,NO,,,,,,,,,4502706985,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,25/09/2023,"17,874.78",AUD,Penske Australia Pty Ltd,196 Viking Drive Wacol QLD 4076,NO,NO,,,,,,,,,4502712073,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HAND TOOLS,22/09/2023,"17,751.79",AUD,Carba-Tec Pty Ltd,128 Ingleston Road Wakerley QLD 4154,NO,NO,,,,,,,,,4502710159,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,7/09/2023,"17,498.72",AUD,Ingenious Engineering,21-29 Pakenham Road Greenbank QLD 4124,NO,NO,,,,,,,,,4502707736,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,7/09/2023,"17,394.30",AUD,B & S Hydraulics Pty Ltd,PO Box 176 Virginia QLD 4014,NO,NO,,,,,,,,,4502707849,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,12/09/2023,"17,391.00",AUD,Faiveley Transport Australia Ltd,175 James Ruse Drive Rosehill NSW 2142,NO,NO,,,,,,,,,4502708598,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,1/09/2023,"17,380.00",AUD,Sparc Solution Positive,PO Box 1777 Toowong QLD 4066,NO,NO,,,,,,,,,4502706859,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,27/09/2023,"17,380.00",AUD,Danny Forbes Transport P/L,PO Box 1430 Roma QLD 4455,NO,NO,,,,,,,,,4502712690,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HAND TOOLS,26/09/2023,"17,340.40",AUD,Allmet Engineering C/-Allmet,40 Coulson Street Wacol QLD 4076,NO,NO,,,,,,,,,4502712550,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,28/09/2023,"17,324.18",AUD,D & B Mulcahy,PO Box 554 Gordonvale QLD 4865,NO,NO,,,,,,,,,4502712883,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,20/09/2023,"17,270.00",AUD,NQ Vegetation Management Pty Ltd,15 Lake Street Cairns QLD 4870,NO,NO,,,,,,,,,4502709723,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,4/09/2023,"17,219.40",AUD,Radio Industries Australia Pty Ltd,10 Alliance Drive Morisset NSW 2264,NO,NO,,,,,,,,,4502707228,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,1/09/2023,"17,129.11",AUD,Altus Traffic Pty Ltd,600 Lorimer Street Port Melbourne VIC 3207,NO,NO,,,,,,,,,4502706884,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,4/09/2023,"17,052.46",AUD,Sigra Technology,40 Jack Williams Drive Penrith NSW 2750,NO,NO,,,,,,,,,4502707240,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",BULK FUEL,21/08/2023,"16,940.00",AUD,Ampol Australia Pty Ltd,PO Box 794 Lytton QLD 4178,YES,NO,,,,,,,,,4502698330,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRACTORS,1/09/2023,"16,896.00",AUD,Queensland Decal Pty Ltd,29 Collinsvale Street Rocklea QLD 4106,NO,NO,,,,,,,,,4502706836,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRACTORS,14/09/2023,"16,896.00",AUD,Queensland Decal Pty Ltd,29 Collinsvale Street Rocklea QLD 4106,NO,NO,,,,,,,,,4502708851,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,20/09/2023,"16,895.88",AUD,Primal Earthworks Pty Ltd,PO Box 311 Collinwood Park QLD 4301,NO,NO,,,,,,,,,4502709817,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,21/09/2023,"16,889.00",AUD,Jada Excavations Pty Ltd,2 McLean Street Pittsworth QLD 4356,NO,NO,,,,,,,,,4502709948,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,21/09/2023,"16,610.00",AUD,Australian Integrity Inspections Pt,33 Springfield Avenue Coolum Beach QLD 4573,NO,NO,,,,,,,,,4502710037,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,12/09/2023,"16,544.00",AUD,Wild Place Studio Pty Ltd,7 Catherine Street Augustine Heights QLD 4300,NO,NO,,,,,,,,,4502708533,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MISC SERVICES,29/09/2023,"16,508.25",AUD,Brisbane Bus Lines,PO Box 141 Enoggera QLD 4051,NO,NO,,,,,,,,,4502717939,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,1/09/2023,"16,489.00",AUD,Clifton Operations Pty Ltd,60 Margaret Street Sydney NSW 2000,NO,NO,,,,,,,,,4502706953,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,14/09/2023,"16,379.00",AUD,Dexion Hendra,PO Box 3128 Hendra QLD 4011,NO,NO,,,,,,,,,4502709003,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,5/09/2023,"16,323.15",AUD,Workfast Infrastructure Pty Ltd,4b Lord Street Botany NSW 2019,NO,NO,,,,,,,,,4502707290,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,14/09/2023,"16,302.00",AUD,VSM Aust Pty Ltd,175 Granite Street Geebung QLD 4034,NO,NO,,,,,,,,,4502708852,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,11/09/2023,"16,162.74",AUD,White Industries,PO Box 350 Dalby QLD 4405,NO,NO,,,,,,,,,4502708140,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,12/09/2023,"15,955.67",AUD,Berendsen Fluid Power Aust Pty Ltd,20 Bernoulli Street Richlands QLD 4077,NO,NO,,,,,,,,,4502708569,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,10/06/2022,"15,950.00",AUD,Dye & Durham Terrain,410 Ann Street Brisbane QLD 4000,YES,NO,,,,,,,,,4502540901,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,27/09/2023,"15,687.80",AUD,Rail Track Services Pty Ltd,100-106 South Terrace Wingfield SA 5013,NO,NO,,,,,,,,,4502712780,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,27/09/2023,"15,687.58",AUD,Rail Track Services Pty Ltd,100-106 South Terrace Wingfield SA 5013,NO,NO,,,,,,,,,4502712810,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,6/09/2023,"15,592.37",AUD,Customised Traffic Management,PO Box 256 Rocklea QLD 4106,NO,NO,,,,,,,,,4502707665,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,17/11/2022,"15,472.60",AUD,Austbreck Pty Ltd,19 Southern Court Keysborough VIC 3173,YES,NO,,,,,,,,,4502598047,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,21/09/2023,"14,960.00",AUD,Australian Integrity Inspections Pt,33 Springfield Avenue Coolum Beach QLD 4573,NO,NO,,,,,,,,,4502710032,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERVICES - ELEC INV,14/09/2023,"14,949.00",AUD,Lockyer Valley Traffic Management,33 Banksia Road Gatton QLD 4343,NO,NO,,,,,,,,,4502709022,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",15/09/2023,"14,850.00",AUD,Johnstone Concrete & Quarries Pty L,PO Box 941 Moree NSW 2400,NO,NO,,,,,,,,,4502709107,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",15/09/2023,"14,850.00",AUD,Johnstone Concrete & Quarries Pty L,PO Box 941 Moree NSW 2400,NO,NO,,,,,,,,,4502709177,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,5/09/2023,"14,718.00",AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,,4502707399,,,,,
